director_name,director_facebook_likes,actor_1_facebook_likes,genres,actor_1_name,movie_title,cast_total_facebook_likes,budget,title_year,movie_facebook_likes
Paul Feig,176,722,Comedy,Matt Lucas,Bridesmaids,3229,32500000,2011,27000
Phillip Noyce,176,192,Action,Alun Armstrong,The Saint,475,68000000,1997,0
Phillip Noyce,176,11000,Action,Harrison Ford,Clear and Present Danger,14178,62000000,1994,0
Phillip Noyce,176,11000,Action,Angelina Jolie Pitt,Salt,12406,110000000,2010,23000
Phillip Noyce,176,11000,Action,Harrison Ford,Patriot Games,12757,45000000,1992,0
Phillip Noyce,176,18000,Drama,Denzel Washington,The Bone Collector,29748,48000000,1999,0
Stanley Kramer,176,924,Comedy,Jonathan Winters,It's a Mad Mad Mad Mad World,4109,9400000,1963,0
Stanley Kramer,176,877,Drama,Maximilian Schell,Judgment at Nuremberg,3847,3000000,1961,0
Steve Oedekerk,176,742,Comedy,Kelly Preston,Nothing to Lose,2457,25000000,1997,0
Steve Oedekerk,176,176,Comedy,Steve Oedekerk,Kung Pow: Enter the Fist,361,10000000,2002,0
Steve Oedekerk,176,531,Comedy,Bruce Spence,Ace Ventura: When Nature Calls,2203,30000000,1995,0
Baltasar Kormickur,175,24000,Action,J.K. Simmons,Contraband,26625,25000000,2012,0
Baltasar Kormickur,175,18000,Comedy,Denzel Washington,2 Guns,20148,61000000,2013,22000
Jaume Collet-Serra,174,14000,Action,Liam Neeson,Run All Night,16992,50000000,2015,15000
Jaume Collet-Serra,174,619,Drama,Õ_scar Jaenada,The Shallows,971,17000000,2016,0
Richard Brooks,174,255,Biography,John Forsythe,In Cold Blood,970,3500000,1967,0
Richard Brooks,174,556,Drama,Shirley Jones,Elmer Gantry,1444,3000000,1960,808
Richard Brooks,174,253,Drama,Burl Ives,Cat on a Hot Tin Roof,649,3000000,1958,0
David Slade,171,21000,Action,Robert Pattinson,The Twilight Saga: Eclipse,52547,68000000,2010,29000
David Slade,171,109,Drama,Odessa Rae,Hard Candy,117,950000,2005,12000
Robert Stromberg,171,11000,Action,Angelina Jolie Pitt,Maleficent,15516,180000000,2014,89000
George P. Cosmatos,170,13000,Action,Sylvester Stallone,Rambo: First Blood Part II,15662,44000000,1985,0
George P. Cosmatos,170,2000,Action,Michael Biehn,Tombstone,4453,25000000,1993,11000
George P. Cosmatos,170,849,Action,Sam Waterston,Shadow Conspiracy,2457,45000000,1997,68
Vondie Curtis-Hall,170,736,Drama,Mariah Carey,Glitter,1854,22000000,2001,0
Neil Burger,168,14000,Action,Kate Winslet,Divergent,22226,85000000,2014,49000
Neil Burger,168,697,Comedy,John Heard,The Lucky Ones,2243,15000000,2008,702
Neil Burger,168,108,Drama,Raymond J. Barry,Interview with the Assassin,243,750000,2002,163
Neil Burger,168,3000,Drama,Rufus Sewell,The Illusionist,4210,16000000,2006,15000
Neil Burger,168,3000,Drama,Rufus Sewell,The Illusionist,4210,16000000,2006,15000
Akiva Goldsman,167,20000,Drama,Matt Bomer,Winter's Tale,22447,60000000,2014,17000
Tim Story,167,11000,Action,Chris Evans,Fantastic 4: Rise of the Silver Surfer,15302,130000000,2007,0
Tim Story,167,2000,Comedy,Olivia Munn,Ride Along 2,5178,40000000,2016,0
Tim Story,167,655,Comedy,Bruce McGill,Ride Along,2394,25000000,2014,0
Tim Story,167,656,Comedy,Sean Patrick Thomas,Barbershop,2754,12000000,2002,770
Tim Story,167,997,Comedy,Chris Brown,Think Like a Man,5165,12000000,2012,0
Tim Story,167,966,Comedy,Romany Malco,Think Like a Man Too,4830,24000000,2014,3000
Nima Nourizadeh,166,971,Comedy,Dax Flame,Project X,2043,12000000,2012,29000
George Cukor,165,453,Drama,Jeremy Brett,My Fair Lady,1164,17000000,1964,0
Griffin Dunne,165,1000,Comedy,Goran Visnjic,Practical Magic,4294,48000000,1998,0
Simon West,165,11000,Action,Angelina Jolie Pitt,Lara Croft: Tomb Raider,12150,115000000,2001,0
Simon West,165,26000,Action,Jason Statham,The Expendables 2,57881,92000000,2012,108000
Simon West,165,12000,Action,Nicolas Cage,Stolen,14978,35000000,2012,0
Simon West,165,26000,Action,Jason Statham,Wild Card,29773,30000000,2015,0
Simon West,165,12000,Action,Steve Buscemi,Con Air,15362,75000000,1997,0
Simon West,165,26000,Action,Jason Statham,The Mechanic,27834,40000000,2011,16000
Simon West,165,577,Drama,Daniel von Bargen,The General's Daughter,2321,95000000,1999,885
Etan Cohen,164,8000,Comedy,Will Ferrell,Get Hard,12556,40000000,2015,14000
James Foley,164,258,Action,Byron Mann,The Corruptor,571,30000000,1999,328
James Foley,164,18000,Drama,Kevin Spacey,Glengarry Glen Ross,32288,12500000,1992,0
Adam Shankman,163,12000,Comedy,Taylor Lautner,Cheaper by the Dozen 2,20348,60000000,2005,781
Adam Shankman,163,1000,Comedy,Angus T. Jones,Bringing Down the House,2505,33000000,2003,800
Adam Shankman,163,719,Comedy,Jerry Stiller,Hairspray,1673,75000000,2007,0
Adam Shankman,163,394,Comedy,James Martin Kelly,Rock of Ages,712,75000000,2012,33000
Adam Shankman,163,11000,Comedy,Adam Sandler,Bedtime Stories,12831,80000000,2008,0
Adam Shankman,163,683,Drama,Lauren German,A Walk to Remember,2436,11000000,2002,19000
Robert Towne,162,2000,Biography,Billy Burke,Without Limits,4351,25000000,1998,942
Todd Haynes,162,23000,Biography,Christian Bale,I'm Not There.,36398,20000000,2007,0
Todd Haynes,162,2000,Drama,Dennis Quaid,Far from Heaven,2447,13500000,2002,0
Curtis Hanson,161,11000,Action,Meryl Streep,The River Wild,12161,45000000,1994,0
Curtis Hanson,161,21000,Comedy,Robert Downey Jr.,Wonder Boys,22974,55000000,2000,0
Curtis Hanson,161,18000,Drama,Kevin Spacey,L.A. Confidential,19129,35000000,1997,11000
Curtis Hanson,161,1000,Drama,Mekhi Phifer,8 Mile,1954,41000000,2002,0
Curtis Hanson,161,21000,Drama,Robert Downey Jr.,Lucky You,26334,55000000,2007,672
David R. Ellis,160,550,Action,Richard Burgi,Cellular,1102,25000000,2004,2000
Fred Zinnemann,160,11000,Drama,Meryl Streep,Julia,15604,7840000,1977,733
Fred Zinnemann,160,157,Drama,Colleen Dewhurst,The Nun's Story,646,3500000,1959,930
Fred Zinnemann,160,862,Drama,Montgomery Clift,From Here to Eternity,2247,1650000,1953,0
James McTeigue,160,330,Action,ShÕâ Kosugi,Ninja Assassin,701,40000000,2009,0
James McTeigue,160,14000,Action,Milla Jovovich,Survivor,17957,20000000,2015,0
James McTeigue,160,20000,Action,Natalie Portman,V for Vendetta,22417,54000000,2005,48000
Mark Steven Johnson,160,12000,Action,Nicolas Cage,Ghost Rider,14017,110000000,2007,0
Mark Steven Johnson,160,1000,Comedy,Oliver Platt,Simon Birch,1816,30000000,1998,0
Hart Bochner,157,4000,Comedy,Jon Favreau,PCU,4908,8000000,1994,0
Jay Duplass,157,2000,Comedy,Judy Greer,Jeff Who Lives at Home,3374,10000000,2011,0
Jay Duplass,157,490,Comedy,Matt Walsh,Cyrus,1136,7000000,2010,0
Jay Duplass,157,830,Comedy,Mark Duplass,The Puffy Chair,1064,15000,2005,297
Frank Marshall,155,426,Action,Dylan Walsh,Congo,1761,50000000,1995,0
Frank Marshall,155,344,Action,Illeana Douglas,Alive,2054,32000000,1993,0
Frank Marshall,155,23000,Action,Paul Walker,Eight Below,24300,40000000,2006,11000
Frank Marshall,155,687,Comedy,Julian Sands,Arachnophobia,1440,31000000,1990,0
Jeff Burr,155,448,Action,Terry Kiser,From a Whisper to a Scream,1329,1100000,1987,241
Michael Winnick,155,981,Action,Scott Takeda,Code of Honor,2741,8000000,2016,689
D.J. Caruso,154,15000,Action,Alex Pettyfer,I Am Number Four,15608,60000000,2011,27000
D.J. Caruso,154,3000,Action,Rosario Dawson,Eagle Eye,5637,80000000,2008,0
D.J. Caruso,154,1000,Drama,Adam Goldberg,The Salton Sea,4094,18000000,2002,2000
D.J. Caruso,154,884,Drama,Sarah Roemer,Disturbia,2288,20000000,2007,0
D.J. Caruso,154,884,Drama,Sarah Roemer,Disturbia,2287,20000000,2007,0
John Schlesinger,154,774,Comedy,Mark Valley,The Next Best Thing,2498,25000000,2000,378
John Schlesinger,154,1000,Drama,Joe Mantegna,Eye for an Eye,3174,20000000,1996,613
John Schlesinger,154,183,Drama,Brenda Vaccaro,Midnight Cowboy,465,3600000,1969,0
Craig Brewer,153,275,Drama,Isaac Hayes,Hustle  Flow,727,8000000,2005,0
Craig Brewer,153,3000,Drama,Justin Timberlake,Black Snake Moan,5012,15000000,2006,0
Frank Coraci,153,1000,Comedy,Jim Broadbent,Around the World in 80 Days,3175,110000000,2004,0
Frank Coraci,153,4000,Comedy,Salma Hayek,Here Comes the Boom,6727,42000000,2012,17000
Frank Coraci,153,11000,Comedy,Adam Sandler,Click,12700,70000000,2006,7000
Frank Coraci,153,3000,Comedy,Rosario Dawson,Zookeeper,5392,80000000,2011,0
Frank Coraci,153,35000,Comedy,Bella Thorne,Blended,49743,40000000,2014,12000
Frank Coraci,153,11000,Comedy,Adam Sandler,The Waterboy,13823,20000000,1998,0
Bennett Miller,152,22000,Biography,Philip Seymour Hoffman,Moneyball,53094,50000000,2011,27000
Don Coscarelli,152,21000,Action,Vanna Bonta,The Beastmaster,23714,8000000,1982,0
Don Coscarelli,152,674,Action,Angus Scrimm,Phantasm II,1395,3000000,1988,812
Don Coscarelli,152,1000,Comedy,Daniel Roebuck,Bubba Ho-Tep,1587,1000000,2002,0
Don Siegel,152,16000,Biography,Clint Eastwood,Escape from Alcatraz,17568,8000000,1979,0
Ava DuVernay,151,1000,Drama,Omari Hardwick,Middle of Nowhere,3021,200000,2012,569
Gavin Hood,151,20000,Action,Hugh Jackman,X-Men Origins: Wolverine,40054,150000000,2009,0
Gavin Hood,151,11000,Action,Harrison Ford,Ender's Game,12908,110000000,2013,123000
Gavin Hood,151,24000,Drama,J.K. Simmons,Rendition,50950,27500000,2007,0
Michael Apted,150,531,Action,Bruce Spence,The Chronicles of Narnia: The Voyage of the Dawn Treader,764,155000000,2010,11000
Michael Apted,150,18000,Biography,Gerard Butler,Chasing Mavericks,21200,20000000,2012,13000
Michael Apted,150,24000,Drama,J.K. Simmons,Extreme Measures,24547,38000000,1996,352
Michael Apted,150,970,Drama,Bill Cobbs,Enough,3770,38000000,2002,0
Paul Mazursky,150,979,Comedy,Chazz Palminteri,Faithful,1679,13000000,1996,69
Tate Taylor,150,521,Biography,Tika Sumpter,Get on Up,2060,30000000,2014,11000
Tate Taylor,150,15000,Drama,Emma Stone,The Help,23227,25000000,2011,75000
Gavin OConnor,149,20000,Action,Natalie Portman,Jane Got a Gun,21414,25000000,2016,0
Gavin OConnor,149,639,Biography,Eddie Cahill,Miracle,1845,28000000,2004,0
Gavin OConnor,149,409,Comedy,Kimberly J. Brown,Tumbleweeds,1986,312000,1999,121
Gavin OConnor,149,1000,Drama,Jennifer Ehle,Pride and Glory,5101,30000000,2008,0
Gavin OConnor,149,27000,Drama,Tom Hardy,Warrior,29692,25000000,2011,77000
Victor Fleming,149,695,Action,Margaret Hamilton,The Wizard of Oz,2509,2800000,1939,14000
Victor Fleming,149,760,Drama,Spencer Tracy,A Guy Named Joe,2555,2627000,1943,116
Victor Fleming,149,503,Drama,Hattie McDaniel,Gone with the Wind,1862,3977000,1939,16000
Joe Roth,148,2000,Comedy,Jamie Lee Curtis,Christmas with the Kranks,6729,60000000,2004,0
Joe Roth,148,8000,Comedy,Julia Roberts,America's Sweethearts,9176,48000000,2001,881
Kasi Lemmons,148,2000,Drama,Jurnee Smollett-Bell,Eve's Bayou,3843,6000000,1997,599
Kasi Lemmons,148,549,Drama,Jennifer Hudson,Black Nativity,1373,17500000,2013,0
Patrick Tatopoulos,148,978,Action,Craig Parker,Underworld: Rise of the Lycans,2184,35000000,2009,0
Callie Khouri,144,939,Comedy,Stephen Root,Mad Money,2453,22000000,2008,687
Callie Khouri,144,1000,Drama,Ellen Burstyn,Divine Secrets of the Ya-Ya Sisterhood,3845,27000000,2002,0
Amy Heckerling,143,1000,Comedy,Jennifer Jason Leigh,Fast Times at Ridgemont High,5002,4500000,1982,0
Amy Heckerling,143,1000,Comedy,Taylor Negron,Vamps,3086,16000000,2012,0
Amy Heckerling,143,927,Comedy,Donald Faison,Clueless,1724,12000000,1995,0
Amy Heckerling,143,302,Comedy,Andy Dick,Loser,1189,20000000,2000,1000
Anthony Hemingway,143,1000,Action,David Oyelowo,Red Tails,4416,58000000,2012,0
Jonathan Glazer,143,829,Drama,Cameron Bright,Birth,2295,20000000,2004,0
Todd Field,143,1000,Drama,Tom Wilkinson,In the Bedroom,3970,1700000,2001,951
Todd Field,143,14000,Drama,Kate Winslet,Little Children,15337,26000000,2006,5000
Damien Chazelle,141,24000,Drama,J.K. Simmons,Whiplash,26495,3300000,2014,129000
Charles Matthau,139,2000,Comedy,Billy Burke,Freaky Deaky,6569,6000000,2012,0
Stephen Chbosky,139,8000,Drama,Logan Lerman,The Perks of Being a Wallflower,13631,13000000,2012,131000
Taylor Hackford,138,26000,Action,Jason Statham,Parker,28479,35000000,2013,17000
Taylor Hackford,138,324,Action,Pamela Reed,Proof of Life,1013,65000000,2000,892
Taylor Hackford,138,904,Biography,Bokeem Woodbine,Ray,5074,40000000,2004,0
Taylor Hackford,138,908,Comedy,Scout Taylor-Compton,Love Ranch,3204,25000000,2010,636
Taylor Hackford,138,848,Drama,Delroy Lindo,Blood In Blood Out,3227,35000000,1993,6000
Taylor Hackford,138,18000,Drama,Keanu Reeves,The Devil's Advocate,45271,57000000,1997,11000
Travis Legge,138,370,Comedy,Kristen Seavey,Dry Spell,841,22000,2013,200
Zach Cregger,138,373,Comedy,Hugh M. Hefner,Miss March,1831,6000000,2009,985
Dan Ireland,137,4000,Comedy,Salma Hayek,The Velocity of Gary,5796,4000000,1998,98
Peter Farrelly,137,879,Comedy,Lauren Holly,Dumb  Dumber,2985,16000000,1994,0
David Wain,136,4000,Comedy,Jon Hamm,The Ten,4883,5250000,2007,915
Douglas Trumbull,136,844,Drama,Bruce Dern,Silent Running,1080,1000000,1972,0
Vincente Minnelli,136,89,Comedy,Gladys Cooper,The Pirate,282,3700000,1948,359
Mike Cahill,135,574,Drama,Robin Lord Taylor,Another Earth,1303,100000,2011,21000
Adam Green,134,936,Comedy,Joel David Moore,Hatchet,3668,1500000,2006,0
John Stockwell,134,260000,Action,Matthew Ziff,Kickboxer: Vengeance,261818,17000000,2016,0
John Stockwell,134,23000,Action,Paul Walker,Into the Blue,25049,50000000,2005,0
John Stockwell,134,4000,Drama,Kirsten Dunst,Crazy-Beautiful,6214,14000000,2001,0
John Stockwell,134,585,Drama,Faizon Love,Blue Crush,1165,30000000,2002,0
Robert Ben Garant,134,655,Comedy,Wendi McLendon-Covey,Reno 911!: Miami,2737,10000000,2007,441
Stanley Donen,134,804,Comedy,Rita Moreno,Singin' in the Rain,2510,2540800,1952,0
Evan Goldberg,133,11000,Comedy,James Franco,The Interview,12239,44000000,2014,50000
Evan Goldberg,133,17000,Comedy,Channing Tatum,This Is the End,38751,32000000,2013,97000
James Ivory,133,471,Drama,Alexandra Maria Lara,The City of Your Final Destination,858,8300000,2009,638
Philip Kaufman,133,2000,Action,Dennis Quaid,The Right Stuff,6341,27000000,1983,0
Boaz Yakin,132,26000,Action,Jason Statham,Safe,27759,30000000,2012,12000
Boaz Yakin,132,1000,Action,Jay Hernandez,Max,2851,20000000,2015,33000
Boaz Yakin,132,33000,Biography,Ryan Gosling,Remember the Titans,54877,30000000,2000,0
Mark Romanek,132,49000,Drama,Robin Williams,One Hour Photo,52138,12000000,2002,0
Nicole Holofcener,132,434,Comedy,Christopher Nicholas Smith,Enough Said,1183,8000000,2013,12000
Nicole Holofcener,132,435,Comedy,Greg Germann,Friends with Money,1140,6500000,2006,515
Nicole Holofcener,132,400,Comedy,Aunjanue Ellis,Lovely  Amazing,1330,250000,2001,169
George Roy Hill,131,640,Biography,Katharine Ross,Butch Cassidy and the Sundance Kid,2169,6000000,1969,0
George Roy Hill,131,1000,Comedy,Eileen Brennan,The Sting,2387,5500000,1973,0
John Dahl,131,11000,Action,James Franco,The Great Raid,12133,80000000,2005,0
John Dahl,131,497,Comedy,Philip Baker Hall,You Kill Me,776,4000000,2007,830
John Dahl,131,13000,Drama,Matt Damon,Rounders,14890,12000000,1998,0
Josh Boone,131,8000,Drama,Shailene Woodley,The Fault in Our Stars,10565,12000000,2014,93000
Randall Wallace,130,29000,Action,Leonardo DiCaprio,The Man in the Iron Mask,29265,35000000,1998,0
Randall Wallace,130,4000,Action,Jon Hamm,We Were Soldiers,6181,75000000,2002,5000
Randall Wallace,130,399,Biography,Jacob Vargas,Heaven Is for Real,663,12000000,2014,23000
Randall Wallace,130,826,Biography,Scott Glenn,Secretariat,2259,35000000,2010,0
Richard Fleischer,130,691,Action,Mako,Conan the Destroyer,2481,18000000,1984,2000
Richard Fleischer,130,617,Action,James Mason,20000 Leagues Under the Sea,799,5000000,1954,0
Chris Weitz,129,21000,Action,Robert Pattinson,The Twilight Saga: New Moon,64040,50000000,2009,13000
Chris Weitz,129,16000,Action,Christopher Lee,The Golden Compass,24106,180000000,2007,0
Chris Weitz,129,979,Comedy,Chazz Palminteri,Down to Earth,2911,30000000,2001,602
Chris Weitz,129,749,Drama,DemiÕçn Bichir,A Better Life,2214,10000000,2011,0
Jonathan Levine,129,23000,Comedy,Joseph Gordon-Levitt,50/50,39807,8000000,2011,40000
Jonathan Levine,129,976,Comedy,Mary-Kate Olsen,The Wackness,2748,6000000,2008,0
Jonathan Levine,129,303,Comedy,Cory Hardrict,Warm Bodies,337,35000000,2013,81000
Kelly Reichardt,129,52,Drama,Daniel London,Old Joy,132,300000,2006,594
Kelly Reichardt,129,375,Drama,John Robinson,Wendy and Lucy,460,200000,2008,0
John Boorman,128,11000,Drama,Daniel Radcliffe,The Tailor of Panama,14995,18000000,2001,813
Josh Trank,128,596,Action,Tim Blake Nelson,Fantastic Four,1261,120000000,2015,41000
Josh Trank,128,596,Action,Tim Blake Nelson,Fantastic Four,1261,120000000,2015,41000
Josh Trank,128,963,Drama,Michael Kelly,Chronicle,2054,12000000,2012,32000
Michael Patrick King,127,962,Comedy,Chris Noth,Sex and the City 2,4555,100000000,2010,0
Rodrigo Garcia,127,6000,Drama,Naomi Watts,Mother and Child,8876,4825000,2009,0
George Stevens,126,940,Biography,Martin Landau,The Greatest Story Ever Told,1934,20000000,1965,1000
Mary Harron,126,23000,Drama,Christian Bale,American Psycho,25462,7000000,2000,18000
Robert Luketic,126,19000,Comedy,Tom Selleck,Killers,25206,75000000,2010,0
Robert Luketic,126,2000,Comedy,Linda Cardellini,Legally Blonde,4380,18000000,2001,0
Robert Luketic,126,18000,Comedy,Gerard Butler,The Ugly Truth,22436,38000000,2009,9000
Robert Luketic,126,2000,Comedy,Topher Grace,Win a Date with Tad Hamilton!,4681,24000000,2004,876
Gabriele Muccino,125,10000,Biography,Will Smith,The Pursuit of Happyness,11036,55000000,2006,32000
Gabriele Muccino,125,18000,Comedy,Gerard Butler,Playing for Keeps,23122,35000000,2012,0
Gabriele Muccino,125,10000,Drama,Will Smith,Seven Pounds,14727,55000000,2008,26000
Lee Unkrich,125,15000,Animation,Tom Hanks,Toy Story 3,19085,200000000,2010,30000
Elaine May,124,636,Comedy,Carol Kane,Ishtar,3374,51000000,1987,754
Robert Schwentke,124,6000,Action,Naomi Watts,Allegiant,12452,110000000,2016,12000
Robert Schwentke,124,14000,Action,Kate Winslet,Insurgent,22622,110000000,2015,27000
Robert Schwentke,124,13000,Comedy,Bruce Willis,RED,24928,58000000,2010,32000
Robert Schwentke,124,16000,Comedy,Ryan Reynolds,R.I.P.D.,31549,130000000,2013,20000
Robert Schwentke,124,152,Drama,Arliss Howard,The Time Traveler's Wife,568,39000000,2009,13000
Robert Schwentke,124,931,Drama,Erika Christensen,Flightplan,2287,55000000,2005,0
Scott Stewart,124,2000,Action,Dennis Quaid,Legion,3889,26000000,2010,0
Scott Stewart,124,865,Action,Josh Wingate,Priest,1417,60000000,2011,20000
David Twohy,123,14000,Action,Vin Diesel,The Chronicles of Riddick,17159,105000000,2004,0
David Twohy,123,14000,Action,Vin Diesel,Riddick,17551,38000000,2013,39000
David Twohy,123,26000,Action,Chris Hemsworth,A Perfect Getaway,41359,14000000,2009,4000
Brad Anderson,122,22000,Comedy,Philip Seymour Hoffman,Next Stop Wonderland,23461,1000000,1998,392
Penelope Spheeris,122,1000,Comedy,Tia Carrere,Wayne's World,4263,20000000,1992,0
Richard Benjamin,121,3000,Comedy,Brendan Fraser,Mrs. Winterbourne,5023,25000000,1996,491
Richard Benjamin,121,836,Comedy,Damon Wayans,Marci X,2467,20000000,2003,241
Richard Benjamin,121,11000,Comedy,Jon Lovitz,My Stepmother Is an Alien,14677,20000000,1988,818
John Sturges,120,773,Action,James Coburn,The Great Escape,1785,4000000,1963,8000
Nicholas Meyer,120,12000,Action,Leonard Nimoy,Star Trek II: The Wrath of Khan,16539,11000000,1982,0
Nicholas Meyer,120,12000,Action,Leonard Nimoy,Star Trek VI: The Undiscovered Country,16230,30000000,1991,0
Thomas L. Phillips,120,785,Comedy,Julianna Pitt,Sanctuary; Quite a Conundrum,1111,200000,2012,424
David Zucker,119,807,Comedy,Regina Hall,Scary Movie 3,3629,48000000,2003,0
David Zucker,119,2000,Comedy,Beau Mirchoff,Scary Movie 4,5855,45000000,2006,1000
David Zucker,119,3000,Comedy,George Kennedy,The Naked Gun The Smell of Fear,3847,23000000,1991,0
David Zucker,119,885,Comedy,Chriss Anglin,An American Carol,2907,12000000,2008,797
David Zucker,119,869,Comedy,Carmen Electra,My Boss's Daughter,3007,14000000,2003,411
Larry Charles,119,332,Comedy,Luenell,Borat,505,18000000,2006,0
Larry Charles,119,468,Comedy,Bono,Brino,2134,42000000,2009,0
Larry Charles,119,334,Comedy,Bill Maher,Religulous,338,2500000,2008,24000
